Time_Stamp;Ax;Ay;Az;Gx;Gy;Gz;Mx;My;Mz;Activity_Label
1,3644E+12;1,6344417;7,177923;4,372132;0,22021692;1,7742581;0,45875978;2,1599998;-43,379997;7,98;?
1,3644E+12;-1,1577295;3,3097446;3,255263;0,030543262;1,5824465;0,8127562;2,3999999;-43,32;8,099999;?
1,3644E+12;-2,9283748;-0,027240695;2,6832085;0,029321533;1,1869112;0,9575313;2,3999999;-43,2;8,22;?
1,3644E+12;-3,3778462;-1,2803127;2,4516625;0,057726767;1,2681563;0,73914695;2,3999999;-43,14;8,28;?
1,3644E+12;-4,7943625;-3,636633;0,12258313;0,074830994;1,2342533;0,5363397;2,1599998;-43,379997;8,34;?
1,3644E+12;-1,8115063;0,20430522;-1,2803127;0,27885997;1,3481796;0,028099801;1,56;-43,62;8,4;?
1,3644E+12;-0,17706452;5,134871;-1,920469;0,49754974;1,806634;-0,6188065;1,38;-43,62;8,34;?
1,3644E+12;3,7047346;18,700737;-3,445948;-0,11484267;1,7889189;-1,0888673;0,9;-43,62;8,4;?
1,3644E+12;5,3119354;19,477097;-3,4187074;-1,2311989;-0,7706065;-1,6267341;0,59999996;-43,68;8,04;?
1,3644E+12;2,5742457;14,042579;-4,2495484;-1,7015651;-1,5268577;-0,39003745;0,78;-43,68;7,2599998;?
1,3644E+12;-0,43585113;10,392325;-2,8330324;-1,2712106;-0,9447031;0,6038403;0,9;-43,68;7,02;?
1,3644E+12;-4,399372;6,4015636;-0,06810174;-0,8072584;-0,64843345;1,3100005;1,3199999;-43,86;6,24;?
1,3644E+12;-4,440233;5,611583;0,54481393;-0,786489;-0,8063421;1,4563028;1,62;-44,04;5,46;?
1,3644E+12;-3,4187074;5,570722;0,05448139;-0,8900307;-1,3585643;1,3014483;1,74;-43,92;5,04;?
1,3644E+12;-2,5606253;4,195067;0,38136974;-0,8863655;-1,779756;1,1795808;2,1599998;-43,92;4,2;?
1,3644E+12;-2,083913;3,4187074;1,1849703;-0,7104363;-1,2980887;0,68844515;2,3999999;-44,1;3,6;?
1,3644E+12;-0,17706452;2,7921712;2,7240696;-0,5158757;-0,46028697;0,1554652;2,46;-44,1;2,52;?
1,3644E+12;2,547005;6,183638;2,9556155;-0,40133846;0,2049453;0,16218472;2,3999999;-44,219997;1,62;?
1,3644E+12;3,0781987;8,022385;2,4108016;-0,10720685;1,2382239;0,18967366;2,22;-44,28;1,1999999;?
1,3644E+12;4,535576;18,79608;4,195067;0,51159966;2,552195;-0,08460484;1,5;-44,219997;0,59999996;?
1,3644E+12;4,3176503;19,477097;7,804459;0,84391034;2,7656925;-0,9935723;0,96;-44,16;0,17999999;?
1,3644E+12;4,780742;19,517958;8,512717;1,201572;2,2715025;-0,7312057;0,9;-44,219997;-0,12;?
1,3644E+12;-0,16344418;15,540816;6,2108784;0,34391713;1,9550742;-0,07238753;0,59999996;-44,28;-0,17999999;?
1,3644E+12;-2,4516625;7,84532;4,385752;-0,29168814;1,4132367;1,3435981;0,59999996;-44,34;-0,35999998;?
1,3644E+12;-2,2473574;6,5650077;3,4187074;-0,19333886;1,6807957;2,01219;0,53999996;-44,219997;-0,24;?
1,3644E+12;-3,2825038;5,175732;2,1792557;-0,13103059;2,2434027;1,5311338;0,29999998;-43,98;-0,06;?
1,3644E+12;-3,5957718;2,152015;2,4108016;-0,25534168;2,115121;0,9969321;0,06;-43,92;0,06;?
1,3644E+12;-2,6968288;-1,1168685;3,091819;-0,4642576;1,4422529;0,5412266;-0,06;-43,8;0,06;?
1,3644E+12;-2,0294318;-2,6968288;3,336985;-0,6899723;0,8026769;0,1994475;-0,12;-43,92;-0,06;?
1,3644E+12;-0,3677494;-3,7728362;2,4925237;-0,68661255;0,9443977;0,23732115;-0,48;-43,98;-0,35999998;?
1,3644E+12;-0,40861043;-0,54481393;-0,23154591;-0,58551437;2,179567;0,30390546;-1,02;-43,86;-0,71999997;?
1,3644E+12;-0,32688835;1,1441092;-1,2122109;-0,5161811;2,590374;-0,01740966;-1,3199999;-43,68;-1,0799999;?
1,3644E+12;0,54481393;6,3334618;-3,0100968;-0,6053675;2,254398;-0,40500367;-2,04;-43,44;-1,8;?
1,3644E+12;2,1111538;12,626062;-3,1599207;-0,883922;0,6554584;-0,7113526;-2,6399999;-43,44;-2,6399999;?
1,3644E+12;2,5197644;17,924377;-3,1871614;-0,9825767;-1,103528;-0,7171558;-2,82;-43,5;-3,12;?
1,3644E+12;4,0180025;19,422615;-2,9283748;-0,7128797;-2,313652;-0,8680395;-2,8799999;-43,32;-4,14;?
1,3644E+12;5,284695;19,517958;0,19068487;-0,35460728;-2,1450534;-0,8445212;-2,7;-43,14;-4,92;?
1,3644E+12;4,535576;17,325083;0,8308412;-0,46853364;-1,4208726;-0,729984;-2,6399999;-43,02;-5,22;?
1,3644E+12;1,7570249;11,699879;0,2860273;-0,64934975;-1,0974194;-0,2742785;-2,28;-42,78;-5,8799996;?
1,3644E+12;-0,54481393;6,4424243;1,0623871;-0,2302962;-0,83169305;0,46883908;-1,86;-42,6;-6,66;?
1,3644E+12;-1,1849703;5,2165933;1,7161638;0,23060162;-0,38698313;0,5271767;-1,74;-42,54;-6,96;?
1,3644E+12;-2,1111538;2,901134;3,4731886;0,4908302;-0,06841691;0,5183192;-1,3199999;-42,3;-7,3199997;?
1,3644E+12;0,35412905;5,87037;4,8760843;0,55863625;0,16157386;0,473726;-1,0799999;-42,12;-7,44;?
1,3644E+12;1,525479;9,833891;5,6524444;0,32345316;0,7296785;0,43951756;-0,9;-41,94;-7,5;?
1,3644E+12;2,7921712;18,510052;8,975809;-0,39920044;0,7244862;0,66553766;-0,78;-41,64;-7,62;?
1,3644E+12;5,407278;19,463476;8,7034025;0,52534413;0,18387043;0,40775254;-0,65999997;-41,579998;-7,3799996;?
1,3644E+12;5,09401;19,504337;7,7772183;0,8900307;0,03481932;-0,2574797;-0,59999996;-41,46;-7,2599998;?
1,3644E+12;3,214402;18,510052;6,701211;0,5552765;-0,05589417;-0,12308934;-0,53999996;-41,52;-7,2;?
1,3644E+12;-0,25878662;13,68845;5,0259085;0,16279559;-0,6123924;0,55924714;-0,84;-41,16;-6,96;?
1,3644E+12;-2,2882185;9,901993;3,92266;0,046120327;-1,2819008;1,2400564;-0,84;-41,1;-6,66;?
1,3644E+12;-2,5606253;7,709117;3,6093922;0,15424347;-1,3381003;1,185384;-1,02;-41,16;-6,48;?
1,3644E+12;-1,5935807;4,69902;3,5140498;0,16279559;-1,0577132;1,058324;-1,14;-41,16;-6,42;?
1,3644E+12;0,40861043;-0,3405087;4,6172976;0,15302174;0,26816985;0,93767816;-1,8;-40,92;-6,2999997;?
1,3644E+12;1,1577295;-2,73769;5,012288;0,3378085;1,9996674;0,70280045;-1,9799999;-40,92;-6,12;?
1,3644E+12;1,0079057;-5,1621118;4,8352237;0,56016344;3,4950655;0,65057147;-2,52;-40,92;-6,12;?
1,3644E+12;-0,47671217;-0,8580819;3,7455957;0,59131753;4,1077633;0,6969972;-3,3;-41,04;-6,12;?
1,3644E+12;-0,3405087;1,9068487;2,5742457;0,2947425;4,0472875;0,4972443;-4,2599998;-40,86;-5,94;?
1,3644E+12;-0,3405087;2,6423476;1,879608;-0,10170906;3,638619;0,29718593;-4,5;-40,86;-6;?
1,3644E+12;0,9670447;5,1621118;-0,040861044;-0,31398472;3,1774156;0,050396383;-5,52;-40,86;-5,94;?
1,3644E+12;1,8387469;10,800936;-1,5390993;-0,1881465;2,6062565;-0,569021;-6,2999997;-40,8;-6,12;?
1,3644E+12;2,1792557;16,589584;-2,383561;0,027183503;2,0638082;-1,0458013;-6,66;-40,68;-6,24;?
1,3644E+12;2,6014864;19,340895;-4,9578066;-0,17684549;0,63194007;-1,4563028;-7,02;-40,5;-6,48;?
1,3644E+12;3,636633;19,504337;-0,61291564;-1,4810427;-1,4953982;-1,3720033;-6,8399997;-40,26;-6,72;?
1,3644E+12;3,7319753;16,712166;1,3211738;-1,3072516;-2,361605;-0,6068946;-6,72;-40,079998;-7,14;?
1,3644E+12;2,0975335;12,762266;1,3484144;-0,7635816;-2,399784;-0,4474588;-6,6;-39,84;-7,3199997;?
1,3644E+12;0,55843425;8,322033;1,0760075;-0,41538838;-2,6169467;0,025045475;-6,06;-39,6;-8,099999;?
1,3644E+12;1,0215261;7,8589406;1,0215261;-0,10262536;-2,7953193;0,4465425;-5,7599998;-39,48;-8,34;?
1,3644E+12;1,8387469;8,471856;1,7025435;0,0571159;-2,531731;0,68783426;-5,4;-39,12;-8,7;?
1,3644E+12;2,2473574;8,417375;2,7649305;0,050396383;-1,6209309;0,73273283;-5,16;-39;-8,7;?
1,3644E+12;1,1577295;9,41166;3,636633;0,11759156;-0,49357912;0,59986967;-5,1;-38,76;-8,639999;?
1,3644E+12;0,89894295;10,18802;4,2223077;0,45112398;0,8228355;0,2565634;-5,1;-38,879997;-8,7;?
1,3644E+12;0,8580819;11,018862;5,407278;0,72387534;1,3362677;0,07819075;-5,3399997;-38,879997;-8,58;?
1,3644E+12;2,315459;13,933616;6,006573;0,91874135;1,7079792;-0,16340645;-5,8199997;-38,76;-8,16;?
1,3644E+12;4,004382;18,251266;6,7148314;1,1835514;2,0873265;-0,50823987;-5,8199997;-38,82;-7,98;?
1,3644E+12;5,5434813;19,477097;7,2187843;1,6881261;2,6438248;-0,88178396;-6,06;-38,94;-7,2599998;?
1,3644E+12;3,0645783;17,434046;5,3527966;1,7705929;3,3276885;-0,91965765;-6;-39,059998;-6,48;?
1,3644E+12;-1,9749504;10,147159;4,385752;0,96974856;3,277292;-0,56413406;-5,94;-39,18;-6,18;?
1,3644E+12;-2,6423476;7,5865335;4,69902;-0,014660766;1,4624114;0,47891834;-5,7599998;-39,18;-5,4;?
1,3644E+12;-1,1441092;5,4890003;4,3312707;-0,015271631;0,54092115;0,9108001;-5,4;-39,239998;-5,1;?
1,3644E+12;-0,5992953;5,761407;3,990762;0,057421334;0,23304509;0,75441855;-5,22;-39,36;-4,74;?
1,3644E+12;0,8308412;6,2244987;4,1269655;0,099571034;0,14294247;0,6038403;-5,1;-39,3;-4,08;?
1,3644E+12;2,506144;5,7477865;4,930566;0,13316862;0,39553526;0,39920044;-4,98;-39,36;-3,3;?
1,3644E+12;3,6230125;5,5843425;5,175732;0,28130344;1,0806206;0,15241088;-4,8599997;-39,54;-3;?
1,3644E+12;3,990762;5,9248514;5,407278;0,4578435;2,4791965;0,03268129;-4,8599997;-39,48;-2,52;?
1,3644E+12;3,7728362;5,87037;4,9986677;0,36285394;3,1535919;0,21777347;-4,8599997;-39,42;-2,3999999;?
1,3644E+12;3,7319753;7,1915436;3,8545585;0,2864958;3,5622606;0,47494772;-5,46;-39,36;-2,04;?
1,3644E+12;3,840938;12,54434;2,3971813;0,398895;4,1673226;0,43890667;-5,94;-39,54;-1,68;?
1,3644E+12;3,3233647;14,6827345;1,5390993;0,4370741;4,5921793;0,21563543;-6,12;-39,66;-1,56;?
1,3644E+12;1,4301366;17,379564;-1,0351465;0,00702495;3,7971385;-0,14905111;-6,66;-39,78;-1,1999999;?
1,3644E+12;0,27240697;16,930092;-1,5390993;-0,34391713;2,355191;-0,36957347;-7,2;-40,02;-1,02;?
1,3644E+12;0,6401563;16,970953;-1,1577295;-0,52687126;0,8542951;-0,39706242;-7,56;-40,14;-1,02;?
1,3644E+12;1,1577295;16,289936;-0,92618364;-0,7620544;-0,5934556;-0,06169739;-8,22;-40,44;-1,14;?
1,3644E+12;2,2882185;12,966571;-2,4516625;-0,7257079;-1,4816537;0,43218717;-9,12;-40,8;-1,26;?
1,3644E+12;2,9147544;10,55577;-2,8466527;-0,35643986;-1,2873985;0,8173377;-9,84;-41,04;-1,1999999;?
1,3644E+12;2,73769;8,430995;-3,2825038;0,03390302;-0,355829;1,131017;-11,4;-41,46;-1,1999999;?
1,3644E+12;1,8659877;7,763598;-3,091819;0,30298916;1,2226468;1,0931433;-13,0199995;-41,579998;-1,14;?
1,3644E+12;0,89894295;7,246025;-2,9964764;0,25992316;1,8713857;0,9440922;-13,92;-41,82;-1,26;?
1,3644E+12;-0,8580819;6,7284517;-2,7513103;0,15057829;2,0598376;0,6918049;-15,839999;-42;-1,8;?
1,3644E+12;-0,8580819;6,7284517;-2,7513103;0,013744468;1,7122552;0,48899764;-15,839999;-42;-1,8;?
1,3644E+12;-2,0430522;6,742072;-1,0623871;-0,38453966;0,6282749;0,27916542;-17,64;-42,239998;-2,3999999;?
1,3644E+12;-1,8387469;5,9248514;0,013620348;-0,5366451;0,28802297;0,21502456;-19,26;-42,54;-3,24;?
1,3644E+12;-1,56634;5,87037;0,2860273;-0,72173727;-0,6374379;0,07452556;-20,1;-42,6;-3,72;?
1,3644E+12;0,05448139;7,981524;1,2666923;-0,57451874;-1,0574077;0,21319197;-22,5;-42,899998;-4,62;?
1,3644E+12;0,9125633;9,00305;1,9749504;-0,50946164;-0,97249746;0,29657507;-22,98;-42,899998;-5,16;?
1,3644E+12;1,7161638;10,869038;2,901134;-0,36071593;-0,56046885;0,44043383;-23,699999;-42,899998;-6;?
1,3644E+12;2,192876;13,048293;3,1054392;-0,22785273;0,04642576;0,47525316;-24,359999;-42,719997;-6,8399997;?
1,3644E+12;2,192876;13,797412;3,1190596;-0,12156218;0,68416905;0,40317106;-24,72;-42,48;-7,14;?
1,3644E+12;1,1032481;13,007432;3,0237172;0,02321288;1,638646;0,37995818;-25,08;-42,3;-7,62;?
1,3644E+12;0,05448139;11,277648;2,506144;-0,02687807;1,8438967;0,5900958;-25,38;-42,059998;-8,22;?
1,3644E+12;-0,89894295;11,264028;1,8932283;-0,082161374;1,5381587;0,7290677;-25,619999;-41,82;-8,639999;?
1,3644E+12;-1,0760075;11,890564;1,484618;-0,115453534;0,98471475;0,7965683;-25,68;-41,7;-9,179999;?
1,3644E+12;-0,21792556;11,304889;1,7025435;-0,09987647;0,5552765;0,8381071;-25,92;-41,28;-9,9;?
1,3644E+12;0,23154591;9,833891;1,9340894;-0,042455133;0,0852157;0,7840455;-26,279999;-40,8;-10,26;?
1,3644E+12;0,313268;8,975809;1,9885708;0,050701816;-0,17989981;0,6017023;-26,519999;-40,739998;-10,679999;?
1,3644E+12;0,24516626;7,3958488;2,1247742;0,16310102;-0,21410827;0,38087448;-26,64;-40,8;-10,92;?
1,3644E+12;0,013620348;5,5843425;2,1247742;0,26816985;-0,13255776;0,16493362;-27;-40,8;-11,82;?
1,3644E+12;-0,61291564;3,568531;2,0566726;0,3359759;-0,015577064;-6,11E-04;-27,42;-40,92;-12,3;?
1,3644E+12;-1,6480621;0,88532263;1,5118586;0,38331795;0,10170906;-0,14385876;-28,019999;-40,92;-12,42;?
1,3644E+12;-2,3290794;-1,9340894;1,3620348;0,4560109;0,50488013;-0,27916542;-28,619999;-41,16;-12,54;?
1,3644E+12;-2,6151068;-3,1871614;1,607201;0,5030475;1,1181889;-0,27550024;-29,279999;-40,98;-12,36;?
1,3644E+12;-2,4244218;-1,3075534;1,4165162;0,50610185;1,4446963;-0,27397305;-29,46;-40,86;-12,24;?
1,3644E+12;-2,3971813;2,0294318;0,626536;0,34788775;1,8881844;-0,43768495;-29,82;-40,98;-11,94;?
1,3644E+12;-0,61291564;8,648921;-0,38136974;0,18112154;1,6914859;-0,74067414;-30,3;-40,86;-12;?
1,3644E+12;1,0215261;16,644066;-1,6344417;-0,005192355;1,0403035;-1,1560625;-30,42;-40,62;-11,7;?
1,3644E+12;3,091819;19,16383;-2,1247742;0,6059783;-0,4334089;-1,6975945;-30,539999;-40,379997;-11,58;?
1,3644E+12;7,1915436;19,517958;-1,920469;0,90133166;-0,5891795;-1,6526959;-30,48;-40,32;-10,98;?
1,3644E+12;5,09401;16,45338;-2,2201166;0,41447207;0,51923543;-0,9673051;-30,24;-39,96;-10,559999;?
1,3644E+12;2,7921712;13,429663;-1,0760075;0,21105394;1,0170907;-0,043982297;-30,06;-39,84;-10,26;?
1,3644E+12;-2,547005;8,322033;1,293933;0,21655174;0,6252206;0,8790351;-29,519999;-39,42;-9,84;?
1,3644E+12;-2,547005;8,322033;1,293933;-0,058337633;-1,1976013;1,0824533;-29,519999;-39,42;-9,84;?
1,3644E+12;-0,7763598;6,932757;2,6014864;-0,13408493;-1,5906931;0,947452;-29,279999;-39,12;-9,599999;?
1,3644E+12;0,44947147;5,965712;3,1463003;-0,22296582;-1,7693712;0,6899723;-29,039999;-38,76;-9,059999;?
1,3644E+12;0,95342433;5,1484914;3,5140498;-0,21074851;-1,5506815;0,3231477;-28,92;-38,46;-8,82;?
1,3644E+12;0,50395286;1,879608;3,5549107;-0,18020524;-1,1972959;-0,1328632;-28,619999;-37,86;-7,98;?
1,3644E+12;-0,17706452;1,3484144;2,969236;-0,19058995;-0,91904676;-0,16707164;-28,32;-37,5;-7,62;?
1,3644E+12;-0,027240695;3,5549107;2,5197644;-0,17989981;-0,6899723;-0,20922135;-28,08;-37,14;-7,02;?
1,3644E+12;1,3756552;8,866846;2,587866;-0,19272798;-0,6230826;-0,21319197;-27,9;-36,78;-6,42;?
1,3644E+12;3,255263;15,350132;3,13268;-0,22815818;-0,57604593;-0,14080444;-27,84;-36,36;-6;?
1,3644E+12;4,508335;18,482811;3,6774938;0,24862215;-0,21777347;-0,5222898;-27,599998;-35,88;-5,58;?
1,3644E+12;6,9599977;19,545198;4,0588636;1,138042;0,9297369;-0,9575313;-27,48;-35,219997;-4,98;?
1,3644E+12;4,8216033;16,821129;2,0566726;0,743423;2,275473;0,10995574;-27,3;-35,04;-4,56;?
1,3644E+12;-0,35412905;11,672638;3,9090397;0,48197266;2,900999;1,3283265;-27,119999;-34,38;-4,14;?
1,3644E+12;-1,253072;10,855417;3,8954194;0,32498032;2,5692992;1,9080375;-27,18;-34,02;-3,8999999;?
1,3644E+12;-1,9749504;9,166494;3,255263;0,19639318;1,6679676;1,8387043;-27,3;-33,66;-3,78;?
1,3644E+12;-2,2882185;4,467474;2,7240696;0,06963864;0,38728857;1,1175779;-27,42;-32,94;-3,84;?
1,3644E+12;-2,2473574;1,7297841;2,6832085;0,034513887;0,062308256;0,8888089;-27,359999;-32,579998;-3,84;?
1,3644E+12;-2,192876;-0,6537767;2,6832085;-0,070554934;0,09193522;0,5021312;-27,359999;-32,219997;-4,14;?
1,3644E+12;-2,2473574;-2,6968288;2,6968288;-0,03756821;0,86742866;0,40133846;-27,42;-31,92;-4,8599997;?
1,3644E+12;-2,1247742;-0,5720546;1,7297841;-0,015882496;2,0134118;0,27214047;-27,599998;-31,56;-6,12;?
1,3644E+12;-1,9885708;2,2609777;0,05448139;-0,030543262;2,2134702;0,16982053;-27,66;-31,439999;-6,72;?
1,3644E+12;-1,6753027;4,8216033;-1,6344417;-0,31978795;2,038152;-0,22785273;-27,84;-31,38;-7,3799996;?
1,3644E+12;-0,980665;8,281172;-2,669588;-0,6395759;1,1322387;-0,56505036;-27,96;-31,32;-8,16;?
1,3644E+12;0,9125633;17,297842;-3,92266;-0,94042706;-0,037873644;-1,0189233;-27,96;-30,96;-10,08;?
1,3644E+12;2,4108016;19,245552;-3,5549107;-0,893085;-1,2076806;-1,4422529;-28,08;-30,72;-10,8;?
1,3644E+12;5,829509;19,517958;-1,607201;-0,23426682;-2,2153027;-1,8423696;-27,9;-30,539999;-11,94;?
1,3644E+12;4,903325;16,140112;-1,3484144;-0,109650314;-2,0033326;-1,5928311;-27,72;-30,539999;-12,3;?
1,3644E+12;1,8659877;10,991621;0,4903325;-0,21471913;-0,625526;0,10048734;-27,48;-30,539999;-12,599999;?
1,3644E+12;0,40861043;9,384419;1,8523673;0,041233405;-0,105374254;0,786489;-27,3;-30,599998;-13,08;?
1,3644E+12;-1,2258313;6,742072;4,630918;0,12583824;0,29443705;0,86376345;-26,939999;-30,539999;-13,799999;?
1,3644E+12;-0,6401563;6,1563973;4,9169455;0,0693332;0,700357;0,6041457;-26,699999;-30,599998;-14,099999;?
1,3644E+12;0,8308412;4,0180025;5,339176;-0,093462385;1,0864239;0,2180789;-25,98;-30,599998;-14,46;?
1,3644E+12;1,1849703;2,73769;5,202973;-0,16707164;1,6245961;-0,09743301;-25,56;-30,72;-14,639999;?
1,3644E+12;1,4437568;2,0566726;4,0588636;-0,02443461;2,0998492;-0,074830994;-24,779999;-30,779999;-15,059999;?
1,3644E+12;1,4437568;2,0566726;4,0588636;0,09712757;2,3790147;-0,14294247;-24,779999;-30,779999;-15,059999;?
1,3644E+12;1,8659877;5,6660647;3,7728362;-0,59620446;2,2235496;-0,28619036;-24,48;-30,779999;-15,299999;?
1,3644E+12;0,29964766;18,700737;7,3005066;-1,1624765;-0,5561928;0,15027285;-23,699999;-30,66;-15,66;?
1,3644E+12;8,839605;19,504337;5,570722;-0,44990227;-2,2602015;-0,30879238;-22,439999;-30,539999;-16,56;?
1,3644E+12;9,030291;19,477097;5,066769;-0,14019357;-1,4178182;-0,31245756;-21,96;-30,3;-17,16;?
1,3644E+12;6,0610547;15,540816;4,767122;-0,16646078;0,41447207;0,8390234;-21,359999;-29,939999;-17,82;?
1,3644E+12;1,7161638;8,417375;3,9635212;-0,410196;2,7580566;2,44621;-20,1;-29,46;-19,02;?
1,3644E+12;-0,7082581;6,0610547;3,3233647;-0,56413406;3,350596;2,4471262;-19,32;-29,039999;-19,74;?
1,3644E+12;-3,0645783;1,7297841;2,083913;-0,6814202;3,1358767;2,0317378;-17,76;-28,56;-21,359999;?
1,3644E+12;-2,7785509;-0,12258313;1,8932283;-0,7632761;2,4233024;1,5741998;-17,039999;-28,199999;-22,14;?
1,3644E+12;-2,192876;-0,87170225;1,7842655;-0,81214535;1,842675;1,2137892;-16,199999;-27,96;-23,1;?
1,3644E+12;-1,7434045;-0,8036005;1,96133;-0,8210029;1,8787161;0,960891;-15,599999;-27,66;-24;?
1,3644E+12;-0,50395286;0,8308412;2,2882185;-0,9388999;2,3463335;0,7892379;-14,28;-27,06;-25,74;?
1,3644E+12;0,313268;2,73769;1,9749504;-1,0638218;2,6004534;0,7644979;-13,679999;-26,64;-26,34;?
1,3644E+12;1,0896279;5,5434813;1,96133;-1,1786644;2,5439484;0,7623598;-13,259999;-26,16;-27,06;?
1,3644E+12;3,7728362;13,865514;2,3290794;-1,1160508;2,289523;0,6407976;-12,36;-25,32;-28,38;?
1,3644E+12;3,7728362;13,865514;2,3290794;-0,6087272;2,0760255;0,07880162;-12,36;-25,32;-28,38;?
1,3644E+12;5,7205462;18,510052;2,5333846;0,0983493;1,7217237;-0,56169057;-11,7;-24,9;-29,099998;?
1,3644E+12;7,913422;19,517958;1,4165162;0,40286562;1,5464053;-1,2327261;-11,04;-24,539999;-29,76;?
1,3644E+12;1,3484144;13,511385;-0,38136974;-0,021685716;1,2052372;-0,6805039;-9,66;-24,119999;-31,26;?
1,3644E+12;-0,19068487;9,043911;0,5992953;-0,258396;0,11759156;0,691194;-8,88;-23,88;-31,8;?
1,3644E+12;-0,38136974;8,008764;1,484618;-0,3304781;-0,8686504;1,3588698;-8,099999;-23,519999;-32,34;?
1,3644E+12;0,040861044;8,22669;3,1190596;-0,19608775;-1,0430524;1,3319917;-7,5;-23,4;-32,94;?
1,3644E+12;-0,14982383;7,518432;2,2064962;0,051618114;-0,20280726;1,0097603;-6,54;-22,8;-33,899998;?
1,3644E+12;-1,879608;6,496906;1,1849703;0,32375857;0,8536842;0,21105394;-6,06;-22,439999;-34,14;?
1,3644E+12;-4,1542063;5,0259085;0,81722087;0,4120286;0,79473567;-0,017104227;-5,46;-22,38;-34,5;?
1,3644E+12;-5,952092;3,8681788;1,3620348;0,48502702;-0,33750305;-0,30940324;-4,2599998;-22,199999;-35,16;?
1,3644E+12;-5,053149;5,529861;1,5390993;0,40775254;-1,2043208;-0,44990227;-3,84;-22,32;-35,28;?
